Relative LMP error,Methods,Congestion State,System Scale,Case
0.005230426,Method in [22],Congested,Large systems,case2737sop
0.005229292,Method in [22],Congested,Large systems,case2737sop
0.00672177,Method in [22],Congested,Large systems,case2737sop
0.00671943,Method in [22],Congested,Large systems,case2737sop
0.005806529,Method in [22],Congested,Large systems,case2737sop
0.005806398,Method in [22],Congested,Large systems,case2737sop
0.002418883,Method in [22],Congested,Large systems,case2737sop
0.002437483,Method in [22],Congested,Large systems,case2737sop
0.006666162,Method in [22],Congested,Large systems,case2737sop
0.006671182,Method in [22],Congested,Large systems,case2737sop
0.004568957,Method in [22],Congested,Large systems,case2737sop
0.004577571,Method in [22],Congested,Large systems,case2737sop
0.004288843,Method in [22],Congested,Large systems,case2737sop
0.004286884,Method in [22],Congested,Large systems,case2737sop
0.004744988,Method in [22],Congested,Large systems,case2737sop
0.004750575,Method in [22],Congested,Large systems,case2737sop
0.004909118,Method in [22],Congested,Large systems,case2737sop
0.004909027,Method in [22],Congested,Large systems,case2737sop
0.006722418,Method in [22],Congested,Large systems,case2737sop
0.006746279,Method in [22],Congested,Large systems,case2737sop
0.002378196,Method in [22],Congested,Large systems,case2737sop
0.002377313,Method in [22],Congested,Large systems,case2737sop
0.004582854,Method in [22],Congested,Large systems,case2737sop
0.004577625,Method in [22],Congested,Large systems,case2737sop
0.004908105,Method in [22],Congested,Large systems,case2737sop
0.004907147,Method in [22],Congested,Large systems,case2737sop
0.005090415,Method in [22],Congested,Large systems,case2737sop
0.005089317,Method in [22],Congested,Large systems,case2737sop
0.006985124,Method in [22],Congested,Large systems,case2737sop
0.0069813,Method in [22],Congested,Large systems,case2737sop
0.007137494,Method in [22],Congested,Large systems,case2737sop
0.007134077,Method in [22],Congested,Large systems,case2737sop
0.006575759,Method in [22],Congested,Large systems,case2737sop
0.006579262,Method in [22],Congested,Large systems,case2737sop
0.008658032,Method in [22],Congested,Large systems,case2737sop
0.008657007,Method in [22],Congested,Large systems,case2737sop
0.004797972,Method in [22],Congested,Large systems,case2737sop
0.004797259,Method in [22],Congested,Large systems,case2737sop
0.004738534,Method in [22],Congested,Large systems,case2737sop
0.004736838,Method in [22],Congested,Large systems,case2737sop
0.00613085,Method in [22],Congested,Large systems,case2737sop
0.00613315,Method in [22],Congested,Large systems,case2737sop
0.001475454,Method in [22],Congested,Large systems,case2737sop
0.001456058,Method in [22],Congested,Large systems,case2737sop
0.00488218,Method in [22],Congested,Large systems,case2737sop
0.004881554,Method in [22],Congested,Large systems,case2737sop
0.002978106,Method in [22],Congested,Large systems,case2737sop
0.002976033,Method in [22],Congested,Large systems,case2737sop
0.004050123,Method in [22],Congested,Large systems,case2737sop
0.004050123,Method in [22],Congested,Large systems,case2737sop
0.005249587,Method in [22],Congested,Large systems,case2737sop
0.005252085,Method in [22],Congested,Large systems,case2737sop
0.005001034,Method in [22],Congested,Large systems,case2737sop
0.004997426,Method in [22],Congested,Large systems,case2737sop
0.003066394,Method in [22],Congested,Large systems,case2737sop
0.00305926,Method in [22],Congested,Large systems,case2737sop
0.00432427,Method in [22],Congested,Large systems,case2737sop
0.004336925,Method in [22],Congested,Large systems,case2737sop
0.003576899,Method in [22],Congested,Large systems,case2737sop
0.005020864,Method in [22],Congested,Large systems,case2737sop
0.005022282,Method in [22],Congested,Large systems,case2737sop
0.007058664,Method in [22],Congested,Large systems,case2737sop
0.007057069,Method in [22],Congested,Large systems,case2737sop
0.005351465,Method in [22],Congested,Large systems,case2737sop
0.0053512,Method in [22],Congested,Large systems,case2737sop
0.005352364,Method in [22],Congested,Large systems,case2737sop
0.005352156,Method in [22],Congested,Large systems,case2737sop
0.000687964,Method in [22],Congested,Large systems,case2737sop
0.003936789,Method in [22],Congested,Large systems,case2737sop
0.003022289,Method in [22],Congested,Large systems,case2737sop
0.003019723,Method in [22],Congested,Large systems,case2737sop
0.008301927,Method in [22],Congested,Large systems,case2737sop
0.008298189,Method in [22],Congested,Large systems,case2737sop
0.004771203,Method in [22],Congested,Large systems,case2737sop
0.001712064,Method in [22],Congested,Large systems,case2737sop
0.004771203,Method in [22],Congested,Large systems,case2737sop
0.004517396,Method in [22],Congested,Large systems,case2737sop
0.004515883,Method in [22],Congested,Large systems,case2737sop
0.005407601,Method in [22],Congested,Large systems,case2737sop
0.005405045,Method in [22],Congested,Large systems,case2737sop
0.005105326,Method in [22],Congested,Large systems,case2737sop
0.005096146,Method in [22],Congested,Large systems,case2737sop
0.004120252,Method in [22],Congested,Large systems,case2737sop
0.004103717,Method in [22],Congested,Large systems,case2737sop
0.005252641,Method in [22],Congested,Large systems,case2737sop
0.005238869,Method in [22],Congested,Large systems,case2737sop
0.006335875,Method in [22],Congested,Large systems,case2737sop
0.006334254,Method in [22],Congested,Large systems,case2737sop
0.007166554,Method in [22],Congested,Large systems,case2737sop
0.008430824,Method in [22],Congested,Large systems,case2737sop
0.008431226,Method in [22],Congested,Large systems,case2737sop
0.006319122,Method in [22],Congested,Large systems,case2737sop
0.006318725,Method in [22],Congested,Large systems,case2737sop
0.007807794,Method in [22],Congested,Large systems,case2737sop
0.007807785,Method in [22],Congested,Large systems,case2737sop
0.007094105,Method in [22],Congested,Large systems,case2737sop
0.007087445,Method in [22],Congested,Large systems,case2737sop
0.00073441,Method in [22],Congested,Large systems,case2737sop
0.000714641,Method in [22],Congested,Large systems,case2737sop
0.005045866,Method in [22],Congested,Large systems,case2737sop
0.006414111,Method in [22],Congested,Large systems,case2737sop
0.005396515,Method in [22],Congested,Large systems,case2737sop
0.005053075,Method in [22],Congested,Large systems,case2737sop
0.005050482,Method in [22],Congested,Large systems,case2737sop
0.002854315,Method in [22],Congested,Large systems,case2737sop
0.002856887,Method in [22],Congested,Large systems,case2737sop
0.005255198,Method in [22],Congested,Large systems,case2737sop
0.005256139,Method in [22],Congested,Large systems,case2737sop
0.005045724,Method in [22],Congested,Large systems,case2737sop
0.002410853,Method in [22],Congested,Large systems,case2737sop
0.002416697,Method in [22],Congested,Large systems,case2737sop
0.005420955,Method in [22],Congested,Large systems,case2737sop
0.00510882,Method in [22],Congested,Large systems,case2737sop
0.007893435,Method in [22],Congested,Large systems,case2737sop
0.007893691,Method in [22],Congested,Large systems,case2737sop
0.006796983,Method in [22],Congested,Large systems,case2737sop
0.006803142,Method in [22],Congested,Large systems,case2737sop
0.005183867,Method in [22],Congested,Large systems,case2737sop
0.005417739,Method in [22],Congested,Large systems,case2737sop
0.004986877,Method in [22],Congested,Large systems,case2737sop
0.003851851,Method in [22],Congested,Large systems,case2737sop
0.007394005,Method in [22],Congested,Large systems,case2737sop
0.007390519,Method in [22],Congested,Large systems,case2737sop
0.005555758,Method in [22],Congested,Large systems,case2737sop
0.005557967,Method in [22],Congested,Large systems,case2737sop
0.005603839,Method in [22],Congested,Large systems,case2737sop
0.005274412,Method in [22],Congested,Large systems,case2737sop
0.005549413,Method in [22],Congested,Large systems,case2737sop
0.005209053,Method in [22],Congested,Large systems,case2737sop
0.004500139,Method in [22],Congested,Large systems,case2737sop
0.004098826,Method in [22],Congested,Large systems,case2737sop
0.004463054,Method in [22],Congested,Large systems,case2737sop
0.006912416,Method in [22],Congested,Large systems,case2737sop
0.006916776,Method in [22],Congested,Large systems,case2737sop
0.002683085,Method in [22],Congested,Large systems,case2737sop
0.002678194,Method in [22],Congested,Large systems,case2737sop
0.004423298,Method in [22],Congested,Large systems,case2737sop
0.003176,Method in [22],Congested,Large systems,case2737sop
0.004365237,Method in [22],Congested,Large systems,case2737sop
0.00313443,Method in [22],Congested,Large systems,case2737sop
0.00553122,Method in [22],Congested,Large systems,case2737sop
0.005527693,Method in [22],Congested,Large systems,case2737sop
0.007236984,Method in [22],Congested,Large systems,case2737sop
0.007238619,Method in [22],Congested,Large systems,case2737sop
0.002807843,Method in [22],Congested,Large systems,case2737sop
0.002353614,Method in [22],Congested,Large systems,case2737sop
0.004807335,Method in [22],Congested,Large systems,case2737sop
0.004809162,Method in [22],Congested,Large systems,case2737sop
0.003826022,Method in [22],Congested,Large systems,case2737sop
0.003723582,Method in [22],Congested,Large systems,case2737sop
0.003825335,Method in [22],Congested,Large systems,case2737sop
0.003720516,Method in [22],Congested,Large systems,case2737sop
0.008311171,Method in [22],Congested,Large systems,case2737sop
0.008313321,Method in [22],Congested,Large systems,case2737sop
0.003720763,Method in [22],Congested,Large systems,case2737sop
0.003727795,Method in [22],Congested,Large systems,case2737sop
0.004918224,Method in [22],Congested,Large systems,case2737sop
0.004916595,Method in [22],Congested,Large systems,case2737sop
0.004360951,Method in [22],Congested,Large systems,case2737sop
0.004601442,Method in [22],Congested,Large systems,case2737sop
0.004322782,Method in [22],Congested,Large systems,case2737sop
0.003590747,Method in [22],Congested,Large systems,case2737sop
0.003591548,Method in [22],Congested,Large systems,case2737sop
0.004278927,Method in [22],Congested,Large systems,case2737sop
0.004277567,Method in [22],Congested,Large systems,case2737sop
0.008427565,Method in [22],Congested,Large systems,case2737sop
0.008424534,Method in [22],Congested,Large systems,case2737sop
0.00522557,Method in [22],Congested,Large systems,case2737sop
0.005248925,Method in [22],Congested,Large systems,case2737sop
0.008578453,Method in [22],Congested,Large systems,case2737sop
0.008567775,Method in [22],Congested,Large systems,case2737sop
0.004005814,Method in [22],Congested,Large systems,case2737sop
0.004004804,Method in [22],Congested,Large systems,case2737sop
0.006257144,Method in [22],Congested,Large systems,case2737sop
0.006253855,Method in [22],Congested,Large systems,case2737sop
0.008515099,Method in [22],Congested,Large systems,case2737sop
0.008511644,Method in [22],Congested,Large systems,case2737sop
0.002848361,Method in [22],Congested,Large systems,case2737sop
0.002849242,Method in [22],Congested,Large systems,case2737sop
0.007207013,Method in [22],Congested,Large systems,case2737sop
0.00720662,Method in [22],Congested,Large systems,case2737sop
0.002879126,Method in [22],Congested,Large systems,case2737sop
0.002884315,Method in [22],Congested,Large systems,case2737sop
0.00577687,Method in [22],Congested,Large systems,case2737sop
0.005778327,Method in [22],Congested,Large systems,case2737sop
0.002507434,Method in [22],Congested,Large systems,case2737sop
0.002523115,Method in [22],Congested,Large systems,case2737sop
0.004322766,Method in [22],Congested,Large systems,case2737sop
0.004321505,Method in [22],Congested,Large systems,case2737sop
0.006314388,Method in [22],Congested,Large systems,case2737sop
0.006323263,Method in [22],Congested,Large systems,case2737sop
0.007060473,Method in [22],Congested,Large systems,case2737sop
0.006848762,Method in [22],Congested,Large systems,case2737sop
0.005401995,Method in [22],Congested,Large systems,case2737sop
0.005401793,Method in [22],Congested,Large systems,case2737sop
0.007262397,Method in [22],Congested,Large systems,case2737sop
0.007264687,Method in [22],Congested,Large systems,case2737sop
0.004198548,Method in [22],Congested,Large systems,case2737sop
0.004196656,Method in [22],Congested,Large systems,case2737sop
0.00352485,Method in [22],Congested,Large systems,case2737sop
0.003524548,Method in [22],Congested,Large systems,case2737sop
0.007470478,Method in [22],Congested,Large systems,case2737sop
0.007462534,Method in [22],Congested,Large systems,case2737sop
0.00494196,Method in [22],Congested,Large systems,case2737sop
0.004938352,Method in [22],Congested,Large systems,case2737sop
0.000948858,Method in [22],Congested,Large systems,case2737sop
0.000948858,Method in [22],Congested,Large systems,case2737sop
0.004219157,Method in [22],Congested,Large systems,case2737sop
0.004218418,Method in [22],Congested,Large systems,case2737sop
0.004820428,Method in [22],Congested,Large systems,case2737sop
0.004961405,Method in [22],Congested,Large systems,case2737sop
0.00479263,Method in [22],Congested,Large systems,case2737sop
0.004935251,Method in [22],Congested,Large systems,case2737sop
0.007166613,Method in [22],Congested,Large systems,case2737sop
0.007161829,Method in [22],Congested,Large systems,case2737sop
0.002622498,Method in [22],Congested,Large systems,case2737sop
0.002618584,Method in [22],Congested,Large systems,case2737sop
0.0070522,Method in [22],Congested,Large systems,case2737sop
0.007066691,Method in [22],Congested,Large systems,case2737sop
0.003763855,Method in [22],Congested,Large systems,case2737sop
0.003988178,Method in [22],Congested,Large systems,case2737sop
0.003254613,Method in [22],Congested,Large systems,case2737sop
0.003261001,Method in [22],Congested,Large systems,case2737sop
0.003129547,Method in [22],Congested,Large systems,case2737sop
0.003133839,Method in [22],Congested,Large systems,case2737sop
0.004358878,Method in [22],Congested,Large systems,case2737sop
0.004208307,Method in [22],Congested,Large systems,case2737sop
0.004357032,Method in [22],Congested,Large systems,case2737sop
0.00326059,Method in [22],Congested,Large systems,case2737sop
0.003266258,Method in [22],Congested,Large systems,case2737sop
0.005400557,Method in [22],Congested,Large systems,case2737sop
0.005276146,Method in [22],Congested,Large systems,case2737sop
0.007446954,Method in [22],Congested,Large systems,case2737sop
0.007443462,Method in [22],Congested,Large systems,case2737sop
0.004310428,Method in [22],Congested,Large systems,case2737sop
0.004310428,Method in [22],Congested,Large systems,case2737sop
0.003775247,Method in [22],Congested,Large systems,case2737sop
0.003790773,Method in [22],Congested,Large systems,case2737sop
0.00766298,Method in [22],Congested,Large systems,case2737sop
0.007657823,Method in [22],Congested,Large systems,case2737sop
0.006346691,Method in [22],Congested,Large systems,case2737sop
0.006307486,Method in [22],Congested,Large systems,case2737sop
0.004191029,Method in [22],Congested,Large systems,case2737sop
0.004191029,Method in [22],Congested,Large systems,case2737sop
0.006089425,Method in [22],Congested,Large systems,case2737sop
0.006744412,Method in [22],Congested,Large systems,case2737sop
0.007705831,Method in [22],Congested,Large systems,case2737sop
0.007706191,Method in [22],Congested,Large systems,case2737sop
0.004788013,Method in [22],Congested,Large systems,case2737sop
0.004788674,Method in [22],Congested,Large systems,case2737sop
0.006035301,Method in [22],Congested,Large systems,case2737sop
0.00603674,Method in [22],Congested,Large systems,case2737sop
0.004877129,Method in [22],Congested,Large systems,case2737sop
0.004898976,Method in [22],Congested,Large systems,case2737sop
0.004322263,Method in [22],Congested,Large systems,case2737sop
0.004352383,Method in [22],Congested,Large systems,case2737sop
0.004346155,Method in [22],Congested,Large systems,case2737sop
0.008589598,Method in [22],Congested,Large systems,case2737sop
0.008588298,Method in [22],Congested,Large systems,case2737sop
0.003787642,Method in [22],Congested,Large systems,case2737sop
0.003785499,Method in [22],Congested,Large systems,case2737sop
0.003553862,Method in [22],Congested,Large systems,case2737sop
0.00355261,Method in [22],Congested,Large systems,case2737sop
0.002854877,Method in [22],Congested,Large systems,case2737sop
0.003378298,Method in [22],Congested,Large systems,case2737sop
0.001029617,Method in [22],Congested,Large systems,case2737sop
0.004086574,Method in [22],Congested,Large systems,case2737sop
0.004088923,Method in [22],Congested,Large systems,case2737sop
0.007733047,Method in [22],Congested,Large systems,case2737sop
0.004052562,Method in [22],Congested,Large systems,case2737sop
0.00727074,Method in [22],Congested,Large systems,case2737sop
0.007271148,Method in [22],Congested,Large systems,case2737sop
0.005299738,Method in [22],Congested,Large systems,case2737sop
0.005301124,Method in [22],Congested,Large systems,case2737sop
0.004362304,Method in [22],Congested,Large systems,case2737sop
0.0043606,Method in [22],Congested,Large systems,case2737sop
0.004722961,Method in [22],Congested,Large systems,case2737sop
0.004723861,Method in [22],Congested,Large systems,case2737sop
0.006407582,Method in [22],Congested,Large systems,case2737sop
0.006404804,Method in [22],Congested,Large systems,case2737sop
0.007267548,Method in [22],Congested,Large systems,case2737sop
0.007269136,Method in [22],Congested,Large systems,case2737sop
0.00539652,Method in [22],Congested,Large systems,case2737sop
0.005101288,Method in [22],Congested,Large systems,case2737sop
0.00423538,Method in [22],Congested,Large systems,case2737sop
0.005081919,Method in [22],Congested,Large systems,case2737sop
0.004482994,Method in [22],Congested,Large systems,case2737sop
0.008434878,Method in [22],Congested,Large systems,case2737sop
0.008434631,Method in [22],Congested,Large systems,case2737sop
0.008403142,Method in [22],Congested,Large systems,case2737sop
0.008399926,Method in [22],Congested,Large systems,case2737sop
0.004614521,Method in [22],Congested,Large systems,case2737sop
0.004623624,Method in [22],Congested,Large systems,case2737sop
0.004773605,Method in [22],Congested,Large systems,case2737sop
0.004768638,Method in [22],Congested,Large systems,case2737sop
0.005623262,Method in [22],Congested,Large systems,case2737sop
0.006183515,Method in [22],Congested,Large systems,case2737sop
0.006201752,Method in [22],Congested,Large systems,case2737sop
0.007914004,Method in [22],Congested,Large systems,case2737sop
0.003509608,Method in [22],Congested,Large systems,case2737sop
0.004750399,Method in [22],Congested,Large systems,case2737sop
0.004517742,Method in [22],Congested,Large systems,case2737sop
0.004486651,Method in [22],Congested,Large systems,case2737sop
0.004517376,Method in [22],Congested,Large systems,case2737sop
0.00448618,Method in [22],Congested,Large systems,case2737sop
0.004802395,Method in [22],Congested,Large systems,case2737sop
0.004814764,Method in [22],Congested,Large systems,case2737sop
0.000592147,Method in [22],Congested,Large systems,case2737sop
0.000605924,Method in [22],Congested,Large systems,case2737sop
0.003630499,Method in [22],Congested,Large systems,case2737sop
0.003632515,Method in [22],Congested,Large systems,case2737sop
0.006103478,Method in [22],Congested,Large systems,case2737sop
0.006102642,Method in [22],Congested,Large systems,case2737sop
0.005912745,Method in [22],Congested,Large systems,case2737sop
0.005909564,Method in [22],Congested,Large systems,case2737sop
0.004985565,Method in [22],Congested,Large systems,case2737sop
0.003848726,Method in [22],Congested,Large systems,case2737sop
0.005675939,Method in [22],Congested,Large systems,case2737sop
0.005679504,Method in [22],Congested,Large systems,case2737sop
0.006230907,Method in [22],Congested,Large systems,case2737sop
0.006227865,Method in [22],Congested,Large systems,case2737sop
0.003727877,Method in [22],Congested,Large systems,case2737sop
0.00373044,Method in [22],Congested,Large systems,case2737sop
0.005550736,Method in [22],Congested,Large systems,case2737sop
0.005553071,Method in [22],Congested,Large systems,case2737sop
0.003879872,Method in [22],Congested,Large systems,case2737sop
0.003878543,Method in [22],Congested,Large systems,case2737sop
0.0042623,Method in [22],Congested,Large systems,case2737sop
0.004265494,Method in [22],Congested,Large systems,case2737sop
0.006991913,Method in [22],Congested,Large systems,case2737sop
0.006993345,Method in [22],Congested,Large systems,case2737sop
0.00551445,Method in [22],Congested,Large systems,case2737sop
0.005510516,Method in [22],Congested,Large systems,case2737sop
0.004966652,Method in [22],Congested,Large systems,case2737sop
0.004972809,Method in [22],Congested,Large systems,case2737sop
0.004966085,Method in [22],Congested,Large systems,case2737sop
0.004966085,Method in [22],Congested,Large systems,case2737sop
0.005637751,Method in [22],Congested,Large systems,case2737sop
0.001259585,Method in [22],Congested,Large systems,case2737sop
0.005624968,Method in [22],Congested,Large systems,case2737sop
0.005544706,Method in [22],Congested,Large systems,case2737sop
0.005545866,Method in [22],Congested,Large systems,case2737sop
0.005540437,Method in [22],Congested,Large systems,case2737sop
0.005538059,Method in [22],Congested,Large systems,case2737sop
0.006561517,Method in [22],Congested,Large systems,case2737sop
0.006557621,Method in [22],Congested,Large systems,case2737sop
0.004957815,Method in [22],Congested,Large systems,case2737sop
0.004923238,Method in [22],Congested,Large systems,case2737sop
0.002555033,Method in [22],Congested,Large systems,case2737sop
0.002548483,Method in [22],Congested,Large systems,case2737sop
0.004499197,Method in [22],Congested,Large systems,case2737sop
0.004499197,Method in [22],Congested,Large systems,case2737sop
0.004499105,Method in [22],Congested,Large systems,case2737sop
0.008107379,Method in [22],Congested,Large systems,case2737sop
0.008674726,Method in [22],Congested,Large systems,case2737sop
0.000847951,Method in [22],Congested,Large systems,case2737sop
0.000821942,Method in [22],Congested,Large systems,case2737sop
2.89916E-05,Method in [22],Congested,Large systems,case2737sop
0.000105552,Method in [22],Congested,Large systems,case2737sop
0.003835479,Method in [22],Congested,Large systems,case2737sop
0.001904757,Method in [22],Congested,Large systems,case2737sop
0.008264306,Method in [22],Congested,Large systems,case2737sop
0.00141115,Method in [22],Congested,Large systems,case2737sop
0.002147183,Method in [22],Congested,Large systems,case2737sop
0.002147183,Method in [22],Congested,Large systems,case2737sop
0.006597868,Method in [22],Congested,Large systems,case2737sop
0.00344196,Method in [22],Congested,Large systems,case2737sop
0.0052518,Method in [22],Congested,Large systems,case2737sop
0.005040695,Method in [22],Congested,Large systems,case2737sop
0.005040519,Method in [22],Congested,Large systems,case2737sop
0.006645985,Method in [22],Congested,Large systems,case2737sop
0.000504386,Method in [22],Congested,Large systems,case2737sop
0.000512714,Method in [22],Congested,Large systems,case2737sop
0.000584329,Method in [22],Congested,Large systems,case2737sop
0.003649484,Method in [22],Congested,Large systems,case2737sop
0.003650004,Method in [22],Congested,Large systems,case2737sop
0.005733874,Method in [22],Congested,Large systems,case2737sop
0.002041877,Method in [22],Congested,Large systems,case2737sop
0.001992587,Method in [22],Congested,Large systems,case2737sop
0.006475359,Method in [22],Congested,Large systems,case2737sop
0.00531334,Method in [22],Congested,Large systems,case2737sop
0.009194631,Method in [22],Congested,Large systems,case2737sop
0.00459972,Method in [22],Congested,Large systems,case2737sop
0.005625241,Method in [22],Congested,Large systems,case2737sop
0.001557728,Method in [22],Congested,Large systems,case2737sop
0.00127634,Method in [22],Congested,Large systems,case2737sop
0.003242545,Method in [22],Congested,Large systems,case2737sop
0.006444803,Method in [22],Congested,Large systems,case2737sop
0.006401654,Method in [22],Congested,Large systems,case2737sop
0.00482154,Method in [22],Congested,Large systems,case2737sop
0.00482154,Method in [22],Congested,Large systems,case2737sop
0.002655377,Method in [22],Congested,Large systems,case2737sop
0.002420901,Method in [22],Congested,Large systems,case2737sop
0.000442157,Method in [22],Congested,Large systems,case2737sop
0.007575639,Method in [22],Congested,Large systems,case2737sop
0.00507421,Method in [22],Congested,Large systems,case2737sop
0.002111287,Method in [22],Congested,Large systems,case2737sop
0.005578488,Method in [22],Congested,Large systems,case2737sop
0.000417204,Method in [22],Congested,Large systems,case2737sop
0.000127583,Method in [22],Congested,Large systems,case2737sop
0.005013505,Method in [22],Congested,Large systems,case2737sop
0.001029407,Method in [22],Congested,Large systems,case2737sop
0.001029407,Method in [22],Congested,Large systems,case2737sop
0.001906317,Method in [22],Congested,Large systems,case2737sop
0.002458444,Method in [22],Congested,Large systems,case2737sop
0.001089226,Method in [22],Congested,Large systems,case2737sop
0.007117411,Method in [22],Congested,Large systems,case2737sop
0.004761347,Method in [22],Congested,Large systems,case2737sop
0.008836309,Method in [22],Congested,Large systems,case2737sop
0.00463561,Method in [22],Congested,Large systems,case2737sop
0.004633258,Method in [22],Congested,Large systems,case2737sop
0.009074782,Method in [22],Congested,Large systems,case2737sop
0.005169198,Method in [22],Congested,Large systems,case2737sop
0.005982942,Method in [22],Congested,Large systems,case2737sop
0.002179754,Method in [22],Congested,Large systems,case2737sop
0.007736231,Method in [22],Congested,Large systems,case2737sop
0.007271222,Method in [22],Congested,Large systems,case2737sop
0.006811455,Method in [22],Congested,Large systems,case2737sop
0.003239385,Method in [22],Congested,Large systems,case2737sop
0.003239385,Method in [22],Congested,Large systems,case2737sop
0.007552857,Method in [22],Congested,Large systems,case2737sop
0.007553126,Method in [22],Congested,Large systems,case2737sop
0.007886989,Method in [22],Congested,Large systems,case2737sop
0.00517788,Method in [22],Congested,Large systems,case2737sop
0.008241686,Method in [22],Congested,Large systems,case2737sop
0.008241686,Method in [22],Congested,Large systems,case2737sop
0.002941178,Method in [22],Congested,Large systems,case2737sop
0.003712349,Method in [22],Congested,Large systems,case2737sop
0.00393857,Method in [22],Congested,Large systems,case2737sop
0.005063288,Method in [22],Congested,Large systems,case2737sop
0.005339158,Method in [22],Congested,Large systems,case2737sop
0.006072742,Method in [22],Congested,Large systems,case2737sop
0.005385523,Method in [22],Congested,Large systems,case2737sop
0.005551775,Method in [22],Congested,Large systems,case2737sop
0.008188032,Method in [22],Congested,Large systems,case2737sop
0.005332376,Method in [22],Congested,Large systems,case2737sop
0.005334746,Method in [22],Congested,Large systems,case2737sop
0.005074687,Method in [22],Congested,Large systems,case2737sop
0.005455246,Method in [22],Congested,Large systems,case2737sop
0.005450562,Method in [22],Congested,Large systems,case2737sop
0.005913689,Method in [22],Congested,Large systems,case2737sop
0.006254299,Method in [22],Congested,Large systems,case2737sop
0.006179411,Method in [22],Congested,Large systems,case2737sop
0.00689438,Method in [22],Congested,Large systems,case2737sop
0.006391311,Method in [22],Congested,Large systems,case2737sop
0.006391074,Method in [22],Congested,Large systems,case2737sop
0.004129854,Method in [22],Congested,Large systems,case2737sop
0.007260507,Method in [22],Congested,Large systems,case2737sop
0.002149227,Method in [22],Congested,Large systems,case2737sop
0.003725928,Method in [22],Congested,Large systems,case2737sop
0.003140128,Method in [22],Congested,Large systems,case2737sop
0.003140128,Method in [22],Congested,Large systems,case2737sop
0.0064314,Method in [22],Congested,Large systems,case2737sop
0.006414179,Method in [22],Congested,Large systems,case2737sop
0.006268466,Method in [22],Congested,Large systems,case2737sop
0.008572695,Method in [22],Congested,Large systems,case2737sop
0.005432997,Method in [22],Congested,Large systems,case2737sop
0.006271753,Method in [22],Congested,Large systems,case2737sop
0.008961168,Method in [22],Congested,Large systems,case2737sop
0.003019043,Method in [22],Congested,Large systems,case2737sop
0.003019595,Method in [22],Congested,Large systems,case2737sop
0.006662892,Method in [22],Congested,Large systems,case2737sop
0.004458112,Method in [22],Congested,Large systems,case2737sop
0.005216067,Method in [22],Congested,Large systems,case2737sop
0.00552673,Method in [22],Congested,Large systems,case2737sop
0.004513173,Method in [22],Congested,Large systems,case2737sop
0.004028898,Method in [22],Congested,Large systems,case2737sop
0.003940052,Method in [22],Congested,Large systems,case2737sop
0.000133428,Method in [22],Congested,Large systems,case2737sop
0.000133428,Method in [22],Congested,Large systems,case2737sop
0.00047885,Method in [22],Congested,Large systems,case2737sop
0.00315588,Method in [22],Congested,Large systems,case2737sop
0.004438576,Method in [22],Congested,Large systems,case2737sop
0.002655443,Method in [22],Congested,Large systems,case2737sop
0.002655794,Method in [22],Congested,Large systems,case2737sop
0.008815524,Method in [22],Congested,Large systems,case2737sop
0.006293648,Method in [22],Congested,Large systems,case2737sop
0.005162445,Method in [22],Congested,Large systems,case2737sop
0.001453309,Method in [22],Congested,Large systems,case2737sop
0.005587757,Method in [22],Congested,Large systems,case2737sop
0.000941216,Method in [22],Congested,Large systems,case2737sop
0.003745651,Method in [22],Congested,Large systems,case2737sop
0.003513766,Method in [22],Congested,Large systems,case2737sop
0.008479625,Method in [22],Congested,Large systems,case2737sop
9.49257E-05,Method in [22],Congested,Large systems,case2737sop
0.003888554,Method in [22],Congested,Large systems,case2737sop
0.001258087,Method in [22],Congested,Large systems,case2737sop
0.001074197,Method in [22],Congested,Large systems,case2737sop
0.001710113,Method in [22],Congested,Large systems,case2737sop
0.002110745,Method in [22],Congested,Large systems,case2737sop
0.001510126,Method in [22],Congested,Large systems,case2737sop
0.003441676,Method in [22],Congested,Large systems,case2737sop
0.00213905,Method in [22],Congested,Large systems,case2737sop
0.001426059,Method in [22],Congested,Large systems,case2737sop
0.005468391,Method in [22],Congested,Large systems,case2737sop
0.002129457,Method in [22],Congested,Large systems,case2737sop
0.002749997,Method in [22],Congested,Large systems,case2737sop
0.004792859,Method in [22],Congested,Large systems,case2737sop
0.004794985,Method in [22],Congested,Large systems,case2737sop
0.005982327,Method in [22],Congested,Large systems,case2737sop
0.004791447,Method in [22],Congested,Large systems,case2737sop
0.005937922,Method in [22],Congested,Large systems,case2737sop
0.008155764,Method in [22],Congested,Large systems,case2737sop
0.001154743,Method in [22],Congested,Large systems,case2737sop
0.003167099,Method in [22],Congested,Large systems,case2737sop
0.004720063,Method in [22],Congested,Large systems,case2737sop
0.005296639,Method in [22],Congested,Large systems,case2737sop
0.004070367,Method in [22],Congested,Large systems,case2737sop
0.003735346,Method in [22],Congested,Large systems,case2737sop
0.0021278,Method in [22],Congested,Large systems,case2737sop
0.004433091,Method in [22],Congested,Large systems,case2737sop
0.004720058,Method in [22],Congested,Large systems,case2737sop
0.004345529,Method in [22],Congested,Large systems,case2737sop
0.007233425,Method in [22],Congested,Large systems,case2737sop
0.007770311,Method in [22],Congested,Large systems,case2737sop
0.002766488,Method in [22],Congested,Large systems,case2737sop
0.000766268,Method in [22],Congested,Large systems,case2737sop
